0,2.001098647620748
0,837.1721930000065
0,838.3997415022403
0,839.5178335926443
0,782.7667921891228
0,782.9794958425651
0,848.8111349968693
0,978.6431938029135
0,1001.9140175337769
0,1040.7130203089127
0,1051.6807541689977
0,1066.360283955324
0,1045.9739021418811
0,1075.5952284693108
0,1103.9774328335116
0,1096.8291203914296
0,1130.7938196278446
0,1150.3707203543913
0,1164.553214845385
0,1162.9202700383307
0,1194.409250672044
0,1182.260078284354
0,1139.610626464209
0,1191.3880029368772
0,1199.1741414489504
0,1168.797113225958
0,1193.6539185419235
